Proteome Id	Organism	Organism Id	Protein count	Taxonomic lineage
UP000345177	Serratia phage JS26	2315217	84	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Casjensviridae, Dunedinvirus, Dunedinvirus JS26
UP000346466	Gordonia phage Syleon	2653718	138	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Deeyouvirinae, Octobienvirus, Octobienvirus syleon
UP000349651	Erwinia phage Midgardsormr38	2663326	93	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Midgardsormrvirus, Midgardsormrvirus midgardsormr38
UP000355363	Pectobacterium phage MA2	2608298	34	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Corkvirinae, Kotilavirus, unclassified Kotilavirus
UP000355922	Pectobacterium phage MA13	2662284	33	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Melnykvirinae, unclassified Melnykvirinae
UP000366750	Escherichia phage phiv205-1	2663260	70	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Lederbergvirus, unclassified Lederbergvirus
UP000368198	Streptococcus phage 11865	870473	48	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000370142	Mycobacterium phage Quesadilla	2664226	98	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bclasvirinae, Quesadillavirus, Quesadillavirus quesadilla
UP000371275	Mycobacterium phage Minnie	2653764	100	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, Cheoctovirus minnie
UP000375470	Streptomyces phage Daubenski	2653725	207	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Stanwilliamsviridae, Boydwoodruffvirinae, Samistivirus, Samistivirus daubenski
UP000375734	Escherichia phage vB_EcoS-26174II	2576526	66	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Braunvirinae, Veterinaerplatzvirus, Veterinaerplatzvirus vv12210I
UP000378109	Vibrio phage vB_VhaM_VH-8	2660693	70	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000378168	Gordonia phage Anon	2653744	101	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Soupsvirus, unclassified Soupsvirus
UP000379765	Mycobacterium phage Flathead	2653756	108	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, unclassified Cheoctovirus
UP000383886	Mycobacterium phage Kenuha5	2653759	96	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, unclassified Cheoctovirus
UP000385725	Streptococcus phage V22	870469	57	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000386225	Ralstonia phage Reminis	2662139	61	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, unclassified Autographiviridae
UP000388066	Methanosarcina virus MetMV	2488574	79	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000390472	Gordonia phage NHagos	2653746	82	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sourvirus, unclassified Sourvirus
UP000394254	Arthrobacter phage Kuleana	2653270	76	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kuleanavirus, Kuleanavirus kuleana
UP000395019	Bacteriophage Titan-X	2662140	49	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Pradovirus, unclassified Pradovirus
UP000395995	Streptococcus phage 8140	870474	53	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000396795	Vibrio phage vB_VhaP_VH-5	2660694	32	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Beijerinckvirinae, unclassified Beijerinckvirinae
UP000400215	Mycobacterium phage TDanisky	2653768	111	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, unclassified Cheoctovirus
UP000400849	Gordonia phage Sixama	2653271	168	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sixamavirus, Sixamavirus sixama
UP000402637	Methanobacterium virus PhiF1	2609788	76	Viruses, unclassified bacterial viruses
UP000403312	Mycobacterium phage MinionDave	2653763	103	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, Cheoctovirus miniondave
UP000403663	Pseudomonas phage AUS531phi	2663264	66	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000406128	Pectobacterium phage MA11	2662283	38	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Casjensviridae, Newforgelanevirus, unclassified Newforgelanevirus
UP000406551	Mycobacterium phage DreamCatcher	2653721	102	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Fromanvirus, unclassified Fromanvirus
UP000408995	Pectobacterium phage MA6	2608323	38	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Pektosvirus, unclassified Pektosvirus
UP000414356	Klebsiella phage 1 TK-2018	2489637	48	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Slopekvirinae, Drulisvirus, unclassified Drulisvirus
UP000422169	Lactococcus phage CHPC1175	2675241	52	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sandinevirus, unclassified Sandinevirus
UP000422279	Lactococcus phage CHPC781	2675252	56	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Skunavirus, Skunavirus CHPC781
UP000422411	Microbacterium phage Jayden	2656550	92	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Quhwahvirus, unclassified Quhwahvirus
UP000422427	Lactococcus phage proPhi7	2656514	56	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000422537	Escherichia phage 2B8	2847056	66	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Alegriavirus, Alegriavirus av2B8
UP000422671	Xuanwuvirus P884B11	2844224	56	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Xuanwuvirus
UP000422759	Roseobacter phage CRP-2	2559281	73	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000422881	Lactococcus phage P1048	2662295	167	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Audreyjarvisvirus, Audreyjarvisvirus P1048
UP000422911	Mycobacterium phage Chuckly	2656569	102	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, Cheoctovirus chuckly
UP000422944	Leuconostoc phage P965	2662299	38	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Mccleskeyvirinae, Limdunavirus, Limdunavirus P965
UP000423036	Escherichia phage ev243	2847063	68	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Nesevirus, Nesevirus ev243
UP000423147	Escherichia phage ev017	2847060	73	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Jouyvirus, Jouyvirus ev017
UP000423180	Gordonia phage AndPeggy	2656528	63	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Emalynvirus, unclassified Emalynvirus
UP000423183	Peduovirus P24A7b	2844219	48	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Peduovirus
UP000423323	Escherichia virus mEp460_4F5	2686058	61	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000423358	Gordonia phage Faith5x5	2656535	71	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000423482	Gordonia phage Forza	2571247	162	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Forzavirus, Forzavirus forza
UP000423609	Mycobacterium phage Indlulamithi	2656582	111	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Indlulamithivirus, Indlulamithivirus indlulamithi
UP000423635	Lactococcus phage CHPC959	2675255	59	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Skunavirus, Skunavirus CHPC959
UP000423725	Mycobacterium phage Yecey3	2656617	100	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Yeceytrevirus, Yeceytrevirus yecey3
UP000423819	Escherichia phage ESSI2_ev129	2695848	42	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Quadragintavirus, Quadragintavirus ev129
UP000423885	Lactococcus phage CHPC967	2675259	41	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ceduovirus, Ceduovirus CHPC967
UP000423964	Lactococcus phage P1045	2662293	52	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Vedamuthuvirus, Vedamuthuvirus P1045
UP000423994	Lactococcus phage CHPC836	2675253	57	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sandinevirus, unclassified Sandinevirus
UP000424080	Tenacibaculum phage PTm5	2547426	306	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Shirahamavirus, Shirahamavirus PTm1
UP000424095	Mycobacterium phage Superchunk	2656608	97	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Fromanvirus, unclassified Fromanvirus
UP000424111	Lactococcus phage 5205F	2675236	35	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ceduovirus, unclassified Ceduovirus
UP000424180	Lactococcus phage CHPC52	2675251	54	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Skunavirus, Skunavirus CHPC52
UP000424227	Gordonia Phage Odesza	2656527	92	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Deejayvirinae, Tanisvirus, Tanisvirus tanis
UP000424306	Microbacterium phage Azizam	2656547	25	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Orlajensenviridae, Pelczarvirinae, Paopuvirus, Paopuvirus azizam
UP000424329	Escherichia phage Fraca	2562643	65	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Hendrixvirinae, unclassified Hendrixvirinae
UP000424515	Lactococcus phage proPhi4	2656511	49	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sandinevirus, unclassified Sandinevirus
UP000424671	Roseobacter phage CRP-4	2559283	57	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Zobellviridae, Cobavirinae, Veravirus
UP000424681	Mycobacterium phage Eish	2656575	109	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, Cheoctovirus eish
UP000424741	Lactococcus phage CHPC958	2675254	62	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Skunavirus, Skunavirus CHPC958
UP000424756	Mycobacterium phage Blexus	2656561	101	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, Cheoctovirus blexus
UP000424774	Gordonia phage Cleo	2656531	63	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Emalynvirus, unclassified Emalynvirus
UP000424925	Lactococcus phage proPhi6	2656513	55	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000424968	Mycobacterium phage Hannaconda	2656580	231	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Omegavirus, unclassified Omegavirus
UP000425122	Mycobacterium phage StAnnes	2656605	110	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, unclassified Cheoctovirus
UP000425181	Escherichia phage mEp460_ev081	2695846	60	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000425185	Gordonia phage Wocket	2656543	79	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Jujuvirus, unclassified Jujuvirus
UP000425243	Roseobacter phage CRP-6	2559285	69	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000425344	Roseobacter phage CRP-5	2559284	58	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Zobellviridae, Cobavirinae, Veravirus
UP000425388	Microbacterium phage Megan	2656551	90	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000425398	Salmonella phage vB_SenS-EnJE1	2603848	54	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Guernseyvirinae, Jerseyvirus, unclassified Jerseyvirus
UP000425433	Escherichia virus Lambda_2G7a	2686052	67	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Jouyvirus, unclassified Jouyvirus
UP000425480	Gordonia phage EMoore	2656534	82	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Leonardvirus, Leonardvirus emoore
UP000425507	Lactococcus phage CHPC965	2675257	47	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Skunavirus, Skunavirus CHPC965
UP000425586	Mycobacterium phage Donkeykong	2656572	110	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, Cheoctovirus donkeykong
UP000425598	Vibrio phage MZH0603	2664193	54	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000425855	Escherichia phage phAPEC8_ev052	2695845	276	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Stephanstirmvirinae, Phapecoctavirus, unclassified Phapecoctavirus
UP000425972	Roseobacter phage CRP-3	2559282	60	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000426000	Pseudoalteromonas phage XCL1123	2655003	79	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000426006	Escherichia phage ESSI2_ev239	2695847	37	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Evevirus, Evevirus ev239
UP000426009	Escherichia phage ev099	2847061	73	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Radostvirus, Radostvirus ev099
UP000426331	Lactococcus phage CHPC1183	2675243	40	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ceduovirus, Ceduovirus CHPC1183
UP000426334	Escherichia phage ev207	2847062	70	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Jouyvirus, Jouyvirus ev207
UP000426439	Lactococcus phage 5171F	2675235	37	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ceduovirus, Ceduovirus cv5171F
UP000426455	Escherichia phage 2H10	2847058	58	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Glaedevirus, Glaedevirus gv2H10
UP000426540	Microbacterium phage Gina	2656548	96	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Quhwahvirus, unclassified Quhwahvirus
UP000426542	Synechococcus phage B3	2674978	370	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kyanoviridae, unclassified Kyanoviridae
UP000426622	Lactococcus phage CHPC964	2675256	56	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Skunavirus, Skunavirus CHPC964
UP000426646	Escherichia virus Lambda_4C10	2686057	69	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bievrevirus, unclassified Bievrevirus
UP000426726	Mycobacterium phage Briton15	2656564	94	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Fromanvirus, unclassified Fromanvirus
UP000426939	Peduovirus P24E6b	2844222	44	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Peduovirus
UP000427093	Gordonia phage Keelan	2656537	145	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ronaldovirus, unclassified Ronaldovirus
UP000427113	Escherichia phage Evi	2562642	58	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000427166	Corynebacterium phage EmiRose	2565372	46	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000427214	Microbacterium phage Smarties	2656553	100	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Quhwahvirus, unclassified Quhwahvirus
UP000427269	Lactococcus phage CHPC148	2675248	50	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sandinevirus, unclassified Sandinevirus
UP000427282	Arthrobacter phage Mufasa8	2656526	104	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Mufasoctovirus, Mufasoctovirus mufasa8
UP000427287	Gordonia phage Yikes	2656545	98	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Lambovirus, Lambovirus yikes
UP000427394	Lactococcus phage proPhi1	2656509	62	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000427455	Roseobacter phage CRP-7	2559286	72	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000427754	Campylobacter phage DA10	2656519	59	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000427792	Mycobacterium phage BiancaTri92	2656559	91	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Fromanvirus, unclassified Fromanvirus
UP000427832	Mycobacterium phage Traft412	2656611	86	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Fromanvirus, unclassified Fromanvirus
UP000427898	Roseobacter phage CRP-1	2559280	67	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000428840	Vibrio phage vB_VmeM-Yong XC31	2500766	318	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000429954	Enterococcus phage vB_EfaS-DELF1	2683673	62	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000430309	Arthrobacter phage Powerpuff	2686083	70	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeevirinae, Yangvirus, unclassified Yangvirus
UP000430622	Klebsiella phage vB_Kpn_P545	2686283	287	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Marfavirus, Marfavirus F48
UP000431123	Pseudomonas phage pf8_ST274-AUS411	2686285	16	Viruses, Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Inoviridae, Primolicivirus, Primolicivirus Pf8
UP000431779	Microbacterium phage Leaf	2686087	156	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Rogerhendrixvirus, unclassified Rogerhendrixvirus
UP000432177	Klebsiella phage vB_KpnM_15-38_KLPPOU148	2686208	72	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Jedunavirus, unclassified Jedunavirus
UP000433019	Arthrobacter phage LittleTokyo	2686081	73	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000433183	Erwinia phage Hena1	2678601	240	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Vequintavirinae, Henunavirus, Henunavirus hena1
UP000433471	Vibrio phage vB_VchM_Kuja	2686437	186	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ackermannviridae, Kujavirus, Kujavirus kuja
UP000434281	Arthrobacter phage Giantsbane	2686082	94	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gordonvirus, unclassified Gordonvirus
UP000434519	Vibrio phage VALG_phi6	2682965	13	Viruses, Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Inoviridae, Versovirus, Versovirus VALG6
UP000435653	Vibrio phage vB_VpaP_MGD2	2565877	48	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Colwellvirinae, Kaohsiungvirus, unclassified Kaohsiungvirus
UP000435913	Vibrio phage NF	2686202	75	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Enfavirus, Enfavirus NF
UP000438167	Arthrobacter phage DrYang	2686080	105	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Klausavirus, Klausavirus dryang
UP000439483	Alteromonas phage XX1924	2664192	64	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000439580	Salmonella phage SE-W109	1897529	63	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Guernseyvirinae, Jerseyvirus, unclassified Jerseyvirus
UP000440284	Methanobacterium virus PhiF3	2686281	30	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Methanobavirales, Anaerodiviridae, unclassified Anaerodiviridae
UP000440361	Klebsiella phage VLC3	2686206	56	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Slopekvirinae, Drulisvirus, unclassified Drulisvirus
UP000440993	Clostridium phage phiCDKH01	2686203	66	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000441199	Xanthomonas phage Xoo-sp15	2608370	229	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Herelleviridae, Bastillevirinae, Caeruleovirus, unclassified Caeruleovirus
UP000463860	Enterococcus phage PBEF129	2696337	208	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Herelleviridae, Brockvirinae, Kochikohdavirus, Kochikohdavirus ECP3
UP000463880	Podoviridae sp. ct2cs2	2656707	68	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000463915	Mycobacterium phage Onyinye	2686235	107	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Onyinyevirus, Onyinyevirus onyinye
UP000463946	Mycobacterium phage BirdsNest	2686231	105	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bclasvirinae, Birdsnestvirus, Birdsnestvirus birdsnest
UP000463953	Proteus phage P16-2532	2692739	86	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Casjensviridae, Lavrentievavirus, unclassified Lavrentievavirus
UP000463960	Butyrivibrio virus Bo-Finn	2696358	51	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000463977	Escherichia phage JN01	2692737	97	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ounavirinae, Felixounavirus, unclassified Felixounavirus
UP000463978	Butyrivibrio virus Ceridwen	2696359	73	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000464017	Escherichia phage sortsyn	2696447	62	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Murrayvirus, Murrayvirus EC2
UP000464092	Myoviridae sp. ctThM1	2656730	156	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000464098	Phage AS32	2604894	45	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000464110	Acinetobacter phage Abp9	2602759	81	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Obolenskvirus, unclassified Obolenskvirus
UP000464167	Flavobacterium phage fF4	2692741	50	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Winoviridae, unclassified Winoviridae
UP000464219	Escherichia phage mellemsur	2696418	48	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Bonnellvirus, unclassified Bonnellvirus
UP000464220	Escherichia phage 2725-N35	2692738	74	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Braunvirinae, unclassified Braunvirinae
UP000464225	Gordonia phage Opie	2686226	73	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Schnabeltiervirus, unclassified Schnabeltiervirus
UP000464231	Vibrio phage VH2_2019	2686309	108	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000464248	Burkholderia phage PE067	1735698	69	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000464303	Vibrio phage VMJ710	2595040	89	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000464311	Vibrio phage XacF13	3071318	14	Viruses, Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Inoviridae, Xylivirus, Xylivirus XacF13
UP000464321	Vibrio phage vB_VpS_CA8	2594693	84	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Queuovirinae, unclassified Queuovirinae
UP000464333	Podoviridae sp. cty5g4	2656717	85	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000464334	Xanthomonas phage Suba	2674975	60	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000464364	Escherichia phage usur	2696459	51	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Bonnellvirus, unclassified Bonnellvirus
UP000464369	Geobacillus phage GBK1	2686286	56	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000464404	Mycobacterium phage Imvubu	2686233	102	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bclasvirinae, Imvubuvirus, Imvubuvirus imvubu
UP000464416	Sphaerotilus phage vB_SnaP-R1	2696336	50	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Krylovirinae, unclassified Krylovirinae
