organism_id	fraction_disorder_per_protein	fraction_disorder_total_proteome
UP000679980	0.01418	0.02408
UP000679998	0.01933	0.0296
UP000679999	0.1961	0.24279
UP000680004	0.21461	0.08796
UP000680029	0.03035	0.04714
UP000680031	0.28188	0.34093
UP000680044	0.14979	0.12137
UP000680061	0.14512	0.15096
UP000680063	0.16583	0.11321
UP000680068	0.05417	0.01101
UP000680079	0.25827	0.23394
UP000680083	0.18397	0.09946
UP000680092	0.08787	0.07184
UP000680100	0.18805	0.13694
UP000680103	0.19696	0.22324
UP000680107	0.04545	0.0488
UP000680136	0.0713	0.07149
UP000680137	0.03433	0.03433
UP000680141	0.21274	0.24627
UP000680182	0.28594	0.2611
UP000680189	0.06815	0.04313
UP000680190	0.02101	0.03304
UP000680197	0.12097	0.06198
UP000680204	0.13645	0.0931
UP000680208	0.4089	0.37293
UP000680226	0.0	0.0
UP000680239	0.26537	0.1406
UP000680262	0.0666	0.04074
UP000680270	0.162	0.21005
UP000680285	0.32942	0.14344
UP000680303	0.05285	0.06035
UP000680320	0.4588	0.23123
UP000680366	0.1383	0.15403
UP000680382	0.08575	0.2308
UP000680384	0.05007	0.02435
UP000680390	0.0	0.0
UP000680399	0.39783	0.38939
UP000680417	0.08395	0.10467
UP000680420	0.13033	0.04464
UP000680425	0.02583	0.02933
UP000680432	0.16922	0.07473
UP000680433	0.06445	0.05871
UP000680434	0.29765	0.10678
UP000680438	0.11489	0.10991
UP000680444	0.05446	0.06991
UP000680447	0.11168	0.11649
UP000680467	0.35863	0.14336
UP000680477	0.01333	0.01491
UP000680481	0.16717	0.09849
UP000680490	0.31198	0.18045
UP000680498	0.0142	0.02244
UP000680501	0.25	0.07014
UP000680508	0.32288	0.18664
UP000680511	0.0287	0.01159
UP000680532	0.12058	0.08749
UP000680549	0.07512	0.04567
UP000680552	0.02125	0.02441
UP000680568	0.01427	0.01523
UP000680594	0.1968	0.08692
UP000680617	0.09343	0.09848
UP000680642	0.0	0.0
UP000680645	0.00859	0.01384
UP000680651	0.17788	0.2
UP000680652	0.0	0.0
UP000680657	0.01306	0.01533
UP000680667	0.18079	0.09819
UP000680672	0.05316	0.05339
UP000680673	0.06529	0.06309
UP000680674	0.03012	0.01118
UP000680678	0.08521	0.08958
UP000680682	0.17123	0.13544
UP000680695	0.0104	0.01664
UP000680721	0.09621	0.09561
UP000680727	0.06353	0.07998
UP000680771	0.10568	0.12847
UP000680772	0.08123	0.02569
UP000680841	0.38165	0.38165
UP000680843	0.11283	0.10707
UP000680852	0.06086	0.06954
UP000680858	0.12416	0.12025
UP000680871	0.06726	0.09869
UP000680886	0.00903	0.01414
UP000680894	0.25593	0.05613
UP000680897	0.0188	0.02804
UP000680923	0.05896	0.02213
UP000680925	0.03037	0.03479
UP000680935	0.09067	0.13051
UP000680949	0.04453	0.04959
UP000680960	0.12857	0.14431
UP000681045	0.0943	0.10413
UP000681055	0.23277	0.18791
UP000681076	0.05571	0.0581
UP000681111	0.2755	0.16296
UP000681128	0.22585	0.14436
UP000681139	0.30773	0.27737
UP000681151	0.38943	0.14488
UP000681166	0.14299	0.10788
UP000681172	0.16055	0.15757
UP000681186	0.34878	0.16179
UP000681205	0.16447	0.16567
UP000681212	0.05339	0.06724
UP000681220	0.29621	0.17239
UP000681229	0.20492	0.13847
UP000681231	0.14694	0.21546
UP000681258	0.27266	0.21644
UP000681300	0.09231	0.0556
UP000681360	0.1609	0.0848
UP000681383	0.16389	0.05013
UP000681388	0.06799	0.0725
UP000681395	0.0	0.0
UP000681405	0.0155	0.02613
UP000681431	0.19744	0.08735
UP000681437	0.13341	0.07069
UP000681448	0.03747	0.05647
UP000681460	0.06316	0.06812
UP000681488	0.05009	0.0271
UP000681496	0.1234	0.11994
UP000681533	0.10437	0.07614
UP000681572	0.0614	0.06092
UP000681578	0.25	0.0353
UP000681583	0.44003	0.20561
UP000681585	0.0	0.0
UP000681590	0.1207	0.08297
UP000681618	0.20957	0.09959
UP000681623	0.03562	0.04221
UP000681651	0.40295	0.20762
UP000681658	0.11736	0.11388
UP000681666	0.03357	0.03733
UP000681667	0.07087	0.10325
UP000681695	0.13527	0.09235
UP000681706	0.26636	0.124
UP000681710	0.05906	0.09475
UP000681723	0.36971	0.10799
UP000681725	0.16356	0.07556
UP000681751	0.22483	0.21683
UP000681756	0.37023	0.28965
UP000681770	0.31772	0.12933
UP000681772	0.06345	0.06345
UP000681796	0.32844	0.16259
UP000681802	0.0	0.0
UP000681803	0.0	0.0
UP000681812	0.21582	0.24823
UP000681828	0.03495	0.01239
UP000681861	0.09342	0.06639
UP000681883	0.17667	0.17124
UP000681889	0.0614	0.05957
UP000681901	0.0	0.0
UP000681907	0.17532	0.07391
UP000681924	0.11358	0.07047
UP000681936	0.36595	0.15411
UP000681952	0.1139	0.10826
UP000681953	0.07151	0.07461
UP000681963	0.06438	0.05035
UP000681966	0.01017	0.01112
UP000681985	0.03786	0.0359
UP000681986	0.14082	0.1395
UP000682007	0.18467	0.17349
UP000682048	0.14526	0.16841
UP000682098	0.33668	0.20738
UP000682100	0.2	0.24667
UP000682101	0.09073	0.03303
UP000682107	0.06725	0.07464
UP000682154	0.0	0.0
UP000682169	0.25273	0.24359
UP000682198	0.14502	0.05821
UP000682207	0.09555	0.05749
UP000682215	0.13413	0.18069
UP000682227	0.31258	0.21358
UP000682244	0.20722	0.24801
UP000682245	0.18542	0.19856
UP000682252	0.31845	0.20767
UP000682268	0.31518	0.17509
UP000682286	0.07076	0.09856
UP000682291	0.0	0.0
UP000682293	0.0	0.0
UP000682327	0.0	0.0
UP000682340	0.04762	0.0506
UP000682348	0.0647	0.07836
UP000682349	0.06277	0.02474
UP000682356	0.13892	0.17866
UP000682374	0.19257	0.18537
UP000682391	0.66354	0.63647
UP000682393	0.46921	0.35853
UP000682411	0.06228	0.08594
UP000682421	0.25055	0.11016
UP000682422	0.44477	0.27797
UP000682428	0.0	0.0
UP000682440	0.13666	0.13557
UP000682446	0.10406	0.0846
UP000682447	0.14978	0.07825
UP000682456	0.27759	0.26225
UP000682484	0.0	0.0
UP000682486	0.093	0.06673
UP000682498	0.07969	0.0916
UP000682522	0.10595	0.05662
UP000682528	0.17411	0.10208
UP000682530	0.19472	0.18466
UP000682531	0.01723	0.0163
UP000682545	0.25132	0.17125
UP000682558	0.07708	0.06849
UP000682577	0.77559	0.58982
UP000682585	0.05455	0.05972
UP000682589	0.02275	0.02502
UP000682593	0.08731	0.03152
UP000682607	0.01288	0.02623
UP000682609	0.25	0.03356
UP000682647	0.0	0.0
UP000682654	0.05497	0.03033
UP000682658	0.02623	0.03226
UP000682689	0.09167	0.02801
UP000682702	0.17981	0.17757
UP000682722	0.27747	0.16122
UP000682725	0.14998	0.0984
UP000682729	0.0304	0.04677
UP000682738	0.05286	0.06194
UP000682750	0.14137	0.14751
UP000682753	0.28551	0.12816
UP000682757	0.04799	0.05436
UP000682788	0.17996	0.10763
UP000682794	0.0068	0.01063
UP000682801	0.02113	0.02368
UP000682817	0.13973	0.13175
UP000682846	0.0	0.0
UP000682851	0.07347	0.08311
UP000682883	0.23328	0.07607
UP000682886	0.1481	0.09396
UP000682901	0.429	0.18335
UP000682915	0.13646	0.25852
UP000682941	0.01964	0.02571
UP000682943	0.0	0.0
UP000682959	0.43793	0.49513
UP000682973	0.23434	0.13139
UP000682979	0.11117	0.07513
UP000683004	0.0	0.0
UP000683005	0.0	0.0
UP000683019	0.04555	0.04843
UP000683033	0.0	0.0
UP000683052	0.23642	0.1086
UP000683057	0.1557	0.1384
UP000683091	0.14015	0.09313
UP000683092	0.34281	0.32182
UP000683095	0.16942	0.09775
UP000683096	0.15376	0.15051
UP000683109	0.00985	0.01127
UP000683115	0.03187	0.04703
UP000683119	0.05354	0.04352
UP000683136	0.04131	0.02809
UP000683147	0.18338	0.20483
UP000683168	0.0612	0.03717
UP000683169	0.08665	0.10429
UP000683173	0.08532	0.05138
UP000683181	0.29167	0.08054
UP000683185	0.12379	0.12012
UP000683201	0.03704	0.01448
UP000683209	0.08987	0.0526
UP000683211	0.34848	0.14481
UP000683218	0.04515	0.05663
UP000683221	0.14086	0.17484
UP000683224	0.06112	0.06714
UP000683240	0.05251	0.04816
UP000683295	0.08909	0.13272
UP000683307	0.11538	0.11026
UP000683320	0.07867	0.075
UP000683336	0.03762	0.03752
UP000683340	0.12161	0.08884
UP000693808	0.13213	0.07239
UP000830451	0.15403	0.1415
UP000887840	0.09261	0.0902
UP000887860	0.09409	0.09191
UP000887900	0.01615	0.02299
UP000888020	0.23357	0.10218
UP000888120	0.07362	0.06642
UP000888240	0.0343	0.02869
UP000888440	0.08371	0.10905
UP001055065	0.19315	0.14703
UP001055095	0.06296	0.04796
UP001055346	0.0677	0.08077
UP001055383	0.18385	0.13893
UP001055390	0.14578	0.08263
UP001055692	0.33203	0.17794
UP001055767	0.27238	0.19028
UP001055837	0.24832	0.1277
UP001056273	0.16372	0.09155
UP001057731	0.49153	0.40704
UP001058062	0.23223	0.10498
UP001058435	0.30667	0.26562
UP001058958	0.11579	0.06866
UP001059122	0.01908	0.03122
UP001059582	0.09266	0.12832
UP001059650	0.09	0.10308
UP001059798	0.26663	0.23228
UP001061784	0.08808	0.13805
UP001143705	0.33096	0.27789
UP001144437	0.26652	0.2301
UP001147787	0.29509	0.2376
UP001149851	0.06357	0.06357
UP001151045	0.22167	0.2378
UP001156816	0.08435	0.10041
UP001156838	0.07115	0.11852
UP001156840	0.12534	0.07433
UP001156851	0.07015	0.09425
UP001156885	0.08242	0.07163
UP001156888	0.03314	0.03155
UP001156889	0.06093	0.03957
UP001156908	0.06541	0.0439
UP001156910	0.03244	0.05204
UP001156944	0.0324	0.04396
UP001156965	0.0336	0.04695
UP001157000	0.05345	0.04154
UP001157219	0.11904	0.11743
UP001157331	0.1519	0.13458
UP001157346	0.26432	0.11558
UP001157366	0.24048	0.20702
UP001157367	0.30688	0.16863
UP001157383	0.32642	0.25301
UP001157384	0.31732	0.1897
UP001157402	0.5	0.41359
UP001157403	0.16592	0.13989
UP001157404	0.24388	0.22684
UP001157405	0.09389	0.08366
UP001157406	0.15896	0.08589
UP001157407	0.31641	0.23282
UP001157408	0.30235	0.20501
UP001157426	0.32045	0.27011
UP001157432	0.15287	0.06715
UP001158214	0.03715	0.03124
UP001161493	0.05326	0.03368
UP001161545	0.16191	0.10413
UP001161587	0.10408	0.06356
UP001161589	0.10677	0.07763
UP001161595	0.24547	0.13352
UP001161604	0.11892	0.05679
UP001161625	0.13398	0.06083
UP001161628	0.10858	0.06778
UP001161633	0.1897	0.17295
UP001161647	0.15588	0.09714
UP001161651	0.16581	0.10308
UP001161655	0.08339	0.08331
UP001161664	0.11807	0.07917
UP001162010	0.11798	0.11798
UP001162011	0.27939	0.16225
UP001162015	0.07563	0.05795
UP001162018	0.19201	0.10998
UP001162020	0.10489	0.07541
UP001162021	0.1674	0.1674
UP001162024	0.28051	0.32343
UP001162028	0.12554	0.11328
UP001162121	0.17747	0.18822
UP001162122	0.15867	0.15035
UP001162126	0.05056	0.05406
UP001162129	0.14215	0.05435
UP001162224	0.02131	0.02584
UP001162227	0.33131	0.18956
UP001162228	0.17045	0.16358
UP001162953	0.14029	0.0824
UP001163069	0.16148	0.07781
UP001163384	0.21719	0.14548
UP001163956	0.14317	0.08187
UP001164515	0.26417	0.17261
UP001164612	0.15202	0.07553
UP001164955	0.2743	0.16362
UP001165520	0.12194	0.06999
UP001167522	0.32179	0.13764
UP001175699	0.26978	0.34072
UP001175701	0.29768	0.31818
UP001175717	0.33293	0.31485
UP001175719	0.25375	0.30874
UP001175721	0.41297	0.38108
UP001177334	0.08447	0.07445
UP001177600	0.28298	0.2874
UP000000216	0.17315	0.11241
UP000000227	0.16103	0.12378
UP000000228	0.32378	0.20596
UP000000237	0.10256	0.09887
UP000000241	0.17873	0.07947
UP000000250	0.11665	0.09091
UP000000251	0.09095	0.07758
UP000000259	0.11246	0.08122
UP000000264	0.07908	0.0774
UP000000294	0.07448	0.06249
UP000000296	0.10875	0.09321
UP000000303	0.08552	0.06488
UP000000316	0.12282	0.12801
UP000000327	0.58869	0.41606
UP000000330	0.05607	0.04751
UP000000331	0.18621	0.10964
UP000000336	0.11934	0.07624
UP000000338	0.23381	0.16438
UP000000339	0.06329	0.04422
UP000000341	0.08911	0.10711
UP000000356	0.03305	0.0642
UP000000375	0.08969	0.06881
UP000000384	0.18354	0.11325
UP000000456	0.19415	0.17745
UP000000457	0.09006	0.06894
UP000000458	0.11418	0.07742
UP000000463	0.12824	0.10659
UP000000479	0.08913	0.0451
UP000000506	0.09305	0.13496
UP000000511	0.3259	0.2151
UP000000512	0.11487	0.09251
UP000000524	0.15868	0.12136
UP000000526	0.21726	0.16102
UP000000620	0.18296	0.1748
UP000000621	0.24307	0.16719
UP000000633	0.16882	0.17939
UP000000690	0.05238	0.059
UP000000694	0.24663	0.16556
UP000000697	0.21618	0.18228
UP000000699	0.05153	0.03942
UP000000701	0.20193	0.18935
UP000000710	0.12736	0.13181
UP000000729	0.21406	0.12435
UP000000730	0.20691	0.18413
UP000000731	0.23794	0.2041
UP000000732	0.37628	0.27406
UP000000733	0.16225	0.11399
UP000000734	0.21965	0.09892
UP000000735	0.10173	0.08174
UP000000782	0.1757	0.1003
UP000000786	0.06943	0.04171
UP000000797	0.10443	0.08239
UP000000846	0.15869	0.12437
UP000000847	0.12673	0.11367
UP000000848	0.44204	0.30603
UP000000857	0.07819	0.05216
UP000000862	0.41644	0.25946
UP000000863	0.20821	0.1783
UP000000864	0.27266	0.20112
UP000000872	0.16876	0.13528
UP000000875	0.13181	0.09855
UP000000876	0.05828	0.04493
UP000000877	0.35974	0.23223
UP000000878	0.05733	0.04279
UP000000879	0.14016	0.1431
UP000000880	0.40421	0.22894
UP000000881	0.08384	0.07882
UP000000901	0.07654	0.06551
UP000000903	0.20178	0.18755
UP000000904	0.18434	0.17361
UP000000905	0.24442	0.16118
UP000000907	0.21799	0.19143
UP000000908	0.05169	0.11754
UP000000909	0.19971	0.12234
UP000000910	0.11067	0.09453
UP000000913	0.16971	0.16878
UP000000915	0.16622	0.15484
UP000000916	0.19514	0.11028
UP000000917	0.05889	0.03976
UP000000922	0.21581	0.12818
UP000000947	0.03796	0.03563
UP000000957	0.12292	0.0457
UP000000958	0.23402	0.19676
UP000000962	0.07405	0.13678
UP000000963	0.14362	0.13276
UP000000964	0.23961	0.1885
UP000000965	0.06955	0.11212
UP000000967	0.19947	0.17507
UP000000968	0.15065	0.14892
UP000000970	0.13958	0.09395
UP000000974	0.10641	0.0613
UP000000976	0.08726	0.0617
UP000000979	0.09782	0.07149
UP000000983	0.46527	0.36918
UP000000986	0.11239	0.07279
UP000000987	0.15924	0.08543
UP000000988	0.11005	0.07922
UP000000990	0.17285	0.13512
UP000000991	0.17551	0.13561
UP000000992	0.10047	0.08555
UP000000993	0.1206	0.07944
UP000000996	0.10714	0.0852
UP000000997	0.06602	0.03325
UP000000999	0.05326	0.05447
UP000001003	0.09852	0.06298
UP000001005	0.13015	0.09303
UP000001034	0.17394	0.14943
UP000001040	0.16091	0.13361
UP000001041	0.09659	0.10314
UP000001042	0.14855	0.14076
UP000001044	0.24173	0.29265
UP000001047	0.09355	0.11674
UP000001049	0.27895	0.19724
UP000001051	0.13129	0.07497
UP000001057	0.11029	0.08791
UP000001066	0.02724	0.0304
UP000001069	0.04456	0.03752
UP000001091	0.05866	0.04558
UP000001111	0.15323	0.11885
UP000001126	0.11264	0.10828
UP000001128	0.11112	0.13644
UP000001129	0.14156	0.15653
UP000001132	0.05078	0.06703
UP000001151	0.08003	0.0756
UP000001154	0.19531	0.08086
UP000001155	0.0939	0.0701
UP000001156	0.10752	0.06818
UP000001157	0.38196	0.3259
UP000001158	0.17262	0.17347
UP000001159	0.16421	0.09051
UP000001160	0.20668	0.181
UP000001164	0.13041	0.09533
UP000001166	0.14608	0.10716
UP000001178	0.06737	0.07911
UP000001179	0.1135	0.1109
UP000001186	0.15455	0.17859
UP000001210	0.17906	0.14111
UP000001212	0.17828	0.14522
UP000001215	0.07864	0.0694
UP000001216	0.0869	0.05704
UP000001222	0.07991	0.0717
UP000001223	0.09718	0.10382
UP000001229	0.0891	0.11799
UP000001238	0.11853	0.10158
UP000001239	0.08823	0.06591
UP000001240	0.0772	0.04721
UP000001243	0.04787	0.10882
UP000001245	0.26728	0.18525
UP000001247	0.18622	0.11355
UP000001250	0.08005	0.04509
UP000001251	0.18376	0.11252
UP000001264	0.12084	0.14083
UP000001265	0.06965	0.04422
UP000001284	0.19772	0.16841
UP000001297	0.21273	0.13079
UP000001305	0.14298	0.08874
UP000001308	0.03364	0.03189
UP000001309	0.34681	0.21403
UP000001323	0.21736	0.18136
UP000001324	0.18414	0.15677
UP000001359	0.47064	0.27325
UP000001367	0.11871	0.10166
UP000001395	0.20059	0.12497
UP000001434	0.12205	0.09332
UP000001464	0.1593	0.07705
UP000001465	0.13289	0.06957
UP000001466	0.18962	0.13365
UP000001469	0.47435	0.36261
UP000001474	0.0629	0.04686
UP000001475	0.12465	0.12253
UP000001480	0.16923	0.09471
UP000001482	0.0621	0.04987
UP000001483	0.076	0.04683
UP000001486	0.09756	0.06548
UP000001504	0.14276	0.14284
UP000001507	0.12064	0.0731
UP000001515	0.19075	0.102
UP000001523	0.17016	0.1386
UP000001524	0.12553	0.0754
UP000001525	0.13356	0.15389
UP000001531	0.17259	0.12535
UP000001534	0.27048	0.14294
UP000001535	0.06689	0.04028
UP000001538	0.15541	0.15223
UP000001539	0.12791	0.1406
UP000001540	0.14195	0.12043
UP000001545	0.02785	0.03183
UP000001571	0.17139	0.08584
UP000001580	0.09971	0.07437
UP000001581	0.14136	0.06781
UP000001585	0.16055	0.11583
UP000001587	0.10704	0.07303
UP000001588	0.1272	0.08612
UP000001590	0.12113	0.10074
UP000001612	0.16333	0.10424
UP000001622	0.10152	0.14702
UP000001653	0.07947	0.12025
UP000001679	0.10508	0.10714
UP000001690	0.13135	0.07999
UP000001696	0.12463	0.07864
UP000001703	0.10328	0.06096
UP000001704	0.08113	0.0481
UP000001706	0.11176	0.08476
UP000001707	0.41611	0.28242
UP000001708	0.31614	0.21903
UP000001709	0.08464	0.05947
UP000001712	0.09875	0.05992
UP000001721	0.21345	0.08797
UP000001729	0.20176	0.15236
UP000001736	0.12932	0.12404
UP000001757	0.12875	0.0834
UP000001758	0.06178	0.04179
UP000001759	0.09479	0.14426
UP000001760	0.1371	0.13478
UP000001761	0.15727	0.10874
UP000001762	0.05476	0.04387
UP000001763	0.18159	0.13913
UP000001765	0.17728	0.09809
UP000001766	0.03353	0.07173
UP000001769	0.19807	0.18497
UP000001770	0.14939	0.09122
UP000001771	0.18066	0.1842
UP000001774	0.1359	0.0848
UP000001777	0.16557	0.07371
UP000001778	0.23029	0.16489
UP000001780	0.06684	0.09962
UP000001781	0.17035	0.12225
UP000001782	0.17183	0.06901
UP000001783	0.57458	0.31172
UP000001785	0.06872	0.05116
UP000001786	0.39862	0.40297
UP000001787	0.30716	0.41079
UP000001789	0.08067	0.10177
UP000001791	0.04192	0.03323
UP000001794	0.15886	0.09935
UP000001797	0.11521	0.1132
UP000001804	0.12751	0.07686
UP000001835	0.05443	0.03464
UP000001838	0.04132	0.03265
UP000001849	0.18429	0.19685
UP000001852	0.2022	0.15883
UP000001854	0.19788	0.12265
UP000001858	0.12639	0.12379
UP000001859	0.08956	0.05356
UP000001862	0.09759	0.06675
UP000001891	0.12217	0.08935
UP000001893	0.14653	0.09932
UP000001896	0.18565	0.16454
UP000001899	0.10651	0.07386
UP000001905	0.15814	0.13116
UP000001906	0.1086	0.08063
UP000001922	0.11484	0.0904
UP000001954	0.08448	0.08417
UP000001987	0.08868	0.09205
UP000001995	0.22502	0.18917
UP000001999	0.22222	0.19974
UP000002006	0.14851	0.1388
UP000002017	0.05342	0.04173
UP000002080	0.10916	0.13321
UP000002082	0.13106	0.12535
UP000002083	0.09341	0.05105
UP000002089	0.17221	0.096
UP000002091	0.04698	0.0354
UP000002093	0.29655	0.24376
UP000002094	0.29348	0.14108
UP000002095	0.07855	0.06089
UP000002097	0.07484	0.07696
UP000002098	0.10278	0.06995
UP000002099	0.07357	0.04749
UP000002100	0.14218	0.17733
UP000002102	0.15285	0.15192
UP000002103	0.06657	0.0428
UP000002106	0.154	0.15132
UP000002110	0.12093	0.07902
UP000002112	0.26148	0.20589
UP000002113	0.24194	0.17373
UP000002114	0.07055	0.07571
UP000002115	0.27997	0.16019
UP000002116	0.21497	0.13897
UP000002118	0.22604	0.20639
UP000002119	0.16201	0.09543
UP000002124	0.12856	0.088
UP000002133	0.22316	0.15731
UP000002142	0.0197	0.028
UP000002147	0.10794	0.07966
UP000002158	0.14712	0.07551
UP000002174	0.08431	0.12281
UP000002175	0.19958	0.18382
UP000002234	0.07815	0.06435
UP000002235	0.0942	0.05391
UP000002236	0.07459	0.0482
UP000002237	0.09392	0.10039
UP000002251	0.0558	0.07149
UP000002259	0.2833	0.21008
UP000002272	0.33464	0.2612
UP000002288	0.10946	0.08755
UP000002299	0.06092	0.04806
UP000002336	0.0765	0.08311
UP000002340	0.12023	0.09218
UP000002342	0.15769	0.1337
UP000002346	0.17683	0.14549
UP000002347	0.14787	0.11228
UP000002375	0.26883	0.22534
UP000002403	0.17402	0.10123
UP000002406	0.18256	0.16337
UP000002413	0.11264	0.07138
UP000002414	0.23235	0.13354
UP000002416	0.07473	0.07793
UP000002421	0.05867	0.05847
UP000002423	0.10504	0.08396
UP000002451	0.11755	0.10523
UP000002452	0.31129	0.22537
UP000002492	0.23179	0.18116
UP000002536	0.07568	0.11959
UP000002538	0.31607	0.2376
UP000002539	0.25832	0.19368
UP000002545	0.39072	0.31636
UP000002546	0.15289	0.18917
UP000002547	0.18067	0.1673
UP000002548	0.04674	0.05028
UP000002549	0.15813	0.09387
UP000002550	0.23355	0.19903
UP000002553	0.03476	0.04057
UP000002554	0.09999	0.07525
UP000002563	0.09482	0.14881
UP000002577	0.20416	0.13337
UP000002578	0.5208	0.25225
UP000002579	0.05884	0.05224
UP000002580	0.0593	0.03733
UP000002581	0.04461	0.03164
UP000002583	0.09121	0.08671
UP000002584	0.10898	0.10206
UP000002585	0.11589	0.08025
UP000002599	0.09124	0.07013
UP000002604	0.18617	0.14851
UP000002609	0.22258	0.16397
UP000002614	0.0996	0.05211
UP000002626	0.14772	0.09024
UP000002628	0.19466	0.14844
UP000002633	0.15847	0.07713
UP000002653	0.11907	0.10918
UP000002662	0.06965	0.05818
UP000002665	0.16255	0.17507
UP000002666	0.12504	0.10854
UP000002726	0.11139	0.09354
UP000002819	0.10514	0.06589
UP000002823	0.1577	0.1016
UP000002824	0.169	0.12527
UP000002825	0.12421	0.10167
UP000002827	0.13393	0.10083
UP000002828	0.11078	0.07124
UP000002864	0.12277	0.07575
UP000002867	0.14603	0.11224
UP000002873	0.05426	0.05074
UP000002874	0.06838	0.07773
UP000002880	0.05684	0.06168
UP000002883	0.3326	0.26574
UP000002884	0.12918	0.11581
UP000002887	0.21184	0.14905
UP000002888	0.09302	0.07698
UP000002889	0.07891	0.09065
UP000002893	0.22003	0.17324
UP000002900	0.12762	0.12502
UP000002902	0.08725	0.06276
UP000002905	0.1404	0.09525
UP000002907	0.19684	0.10027
UP000002908	0.0775	0.05409
UP000002910	0.23414	0.16628
UP000002922	0.05599	0.07656
UP000002924	0.20607	0.15886
UP000003122	0.09984	0.06318
UP000003749	0.11176	0.09017
UP000003753	0.11451	0.10002
UP000003754	0.09052	0.07922
UP000003802	0.07647	0.06242
UP000003929	0.08163	0.0378
UP000004790	0.09	0.08211
UP000004791	0.13566	0.10866
UP000005214	0.05448	0.04321
UP000005227	0.15278	0.10753
UP000005228	0.14168	0.09247
UP000005229	0.08574	0.0632
UP000005230	0.15987	0.11121
UP000005231	0.12501	0.09298
UP000005249	0.12864	0.08686
UP000005256	0.15204	0.12337
UP000005261	0.05504	0.04589
UP000005266	0.10115	0.07187
UP000005427	0.22519	0.20299
UP000005428	0.33108	0.18943
UP000005430	0.18758	0.13977
